n,p,er,model,hidden_layers,activation,iter,auc_single,auc_multi,ap_single,ap_multi,n_distinct,n_random_features,shared_second_layer_weights
50000,100,0.01,sklearn,50,relu,0,0.5951374857879452,0.5097915323914151,0.014197121928097677,0.012412148639973346,25,25,True
50000,100,0.01,sklearn,50,relu,1,0.6025908303929106,0.4658632122261428,0.018055355381129873,0.009434656752198674,25,25,True
50000,100,0.01,sklearn,50,relu,2,0.6305333972026141,0.5146904890213585,0.02670077612755948,0.012227417535463775,25,25,True
50000,100,0.01,sklearn,50,relu,3,0.6381756765056319,0.4896316222623478,0.024436842786405705,0.014886543485058416,25,25,True
50000,100,0.01,sklearn,50,relu,4,0.6192287231585737,0.44620249209503454,0.018646118185235348,0.01070929455269191,25,25,True
50000,100,0.01,sklearn,50,relu,5,0.6181519639560773,0.5183966258777856,0.0153137056790606,0.01185642675525408,25,25,True
50000,100,0.01,sklearn,50,relu,6,0.6213860789328466,0.5177709646436235,0.020251581413948685,0.013670622447358732,25,25,True
50000,100,0.01,sklearn,50,relu,7,0.6512762652397194,0.5109716178603629,0.017837836922536203,0.014909250587957187,25,25,True
50000,100,0.01,sklearn,50,relu,8,0.6115954747741059,0.4714007377468542,0.020248678028196087,0.009756896409518186,25,25,True
50000,100,0.01,sklearn,50,relu,9,0.6146283400809716,0.49659703103913627,0.01979957825128109,0.012351133395475963,25,25,True
50000,100,0.01,sklearn,100,relu,0,0.6021210058393138,0.5115844841778492,0.015438727381046524,0.011204093150243951,25,25,True
50000,100,0.01,sklearn,100,relu,1,0.5769764120765055,0.5012096933375693,0.01514516041887251,0.01045524437035132,25,25,True
50000,100,0.01,sklearn,100,relu,2,0.6644001942690627,0.5351497268922938,0.03314690365645073,0.013144924264195692,25,25,True
50000,100,0.01,sklearn,100,relu,3,0.6269447617643809,0.5222955128913783,0.020485003733161686,0.014271312176622569,25,25,True
50000,100,0.01,sklearn,100,relu,4,0.6105784983853169,0.4315021635071258,0.01849269631787414,0.0097862439436414,25,25,True
50000,100,0.01,sklearn,100,relu,5,0.6319866024701696,0.5431084314994196,0.017944275156927945,0.012300844831678703,25,25,True
50000,100,0.01,sklearn,100,relu,6,0.6059460534917432,0.45116289545926713,0.020503942688834494,0.010297915038379013,25,25,True
50000,100,0.01,sklearn,100,relu,7,0.6414868281782901,0.45323280508840014,0.02322111096931597,0.00970580995477519,25,25,True
50000,100,0.01,sklearn,100,relu,8,0.64766508736752,0.45120249528030854,0.01962688783189066,0.009005538279729544,25,25,True
50000,100,0.01,sklearn,100,relu,9,0.6257506072874494,0.538502024291498,0.019691330021049447,0.014699510339673597,25,25,True
50000,100,0.01,sklearn,150,relu,0,0.6012344874366644,0.5006252097107862,0.015809546153686238,0.011085100557462452,25,25,True
50000,100,0.01,sklearn,150,relu,1,0.579470993364702,0.48999065706932754,0.013660494282092426,0.00993920789352499,25,25,True
50000,100,0.01,sklearn,150,relu,2,0.6815251452028183,0.5277920079126943,0.04131010130843578,0.012472525877865178,25,25,True
50000,100,0.01,sklearn,150,relu,3,0.6221449189912911,0.5076812715726375,0.020407740094128622,0.013069291863559504,25,25,True
50000,100,0.01,sklearn,150,relu,4,0.6301079335477551,0.42352737245415006,0.01874789439954601,0.010062648873470494,25,25,True
50000,100,0.01,sklearn,150,relu,5,0.6234579281405219,0.5093511523017489,0.01670905968878302,0.012173717801983796,25,25,True
50000,100,0.01,sklearn,150,relu,6,0.6308953884782477,0.4622558386098775,0.025082880013498746,0.011186532766558097,25,25,True
50000,100,0.01,sklearn,150,relu,7,0.6537092300756595,0.48114084734799484,0.02147038781113617,0.010339475250891808,25,25,True
50000,100,0.01,sklearn,150,relu,8,0.6332785917021068,0.4370684159302467,0.01977090661423555,0.008851144551213216,25,25,True
50000,100,0.01,sklearn,150,relu,9,0.6409392712550608,0.5250002699055331,0.02321660295604091,0.013190366380494964,25,25,True
50000,100,0.01,sklearn,200,relu,0,0.5918370302780132,0.5208063274119457,0.013472782209347382,0.011351832015921,25,25,True
50000,100,0.01,sklearn,200,relu,1,0.589562110437075,0.4843134637834545,0.01527172763819016,0.009630726954381379,25,25,True
50000,100,0.01,sklearn,200,relu,2,0.6684896023915498,0.4786370561583958,0.030602349314400965,0.012095307784711197,25,25,True
50000,100,0.01,sklearn,200,relu,3,0.6484013216887153,0.4976035179521195,0.024511972466590433,0.013681276481604839,25,25,True
50000,100,0.01,sklearn,200,relu,4,0.6119516448142394,0.4383488770031391,0.018358233450637328,0.009883813265777523,25,25,True
50000,100,0.01,sklearn,200,relu,5,0.6554858031857194,0.4983401764134965,0.020113118099927052,0.01150852813289478,25,25,True
50000,100,0.01,sklearn,200,relu,6,0.6396040326079436,0.47259852662547686,0.024116860892531226,0.01115405424706814,25,25,True
50000,100,0.01,sklearn,200,relu,7,0.6545189932964837,0.5009898467207653,0.02073354927564066,0.01117208201421505,25,25,True
50000,100,0.01,sklearn,200,relu,8,0.6270731001352186,0.4764120347655645,0.01816229977935685,0.009779597727300658,25,25,True
50000,100,0.01,sklearn,200,relu,9,0.6465538461538461,0.513429419703104,0.027443174590468106,0.01264139699740829,25,25,True
