n,p,er,model,hidden_layers,activation,iter,auc_single,auc_multi,ap_single,ap_multi,n_distinct,n_random_features,shared_second_layer_weights
50000,100,0.01,torch,100,relu,1,0.5937824080949508,0.5802348453090154,0.014225972734908833,0.015867667804174077,25,25,True
50000,100,0.01,torch,100,relu,2,0.6169645015423987,0.6684674255579138,0.01916588993443607,0.030754811877318496,25,25,True
50000,100,0.01,torch,100,relu,3,0.6059667612484799,0.674515728832713,0.020889470609420917,0.029969764465899412,25,25,True
50000,100,0.01,torch,100,relu,4,0.5975653956232112,0.6216788684882184,0.0198302297315164,0.020540113270185414,25,25,True
50000,100,0.01,torch,100,relu,5,0.6148465897196795,0.6617314023635983,0.016522780077373435,0.020047687540643202,25,25,True
50000,100,0.01,torch,100,relu,6,0.6136684794704133,0.6524589223247291,0.01956466304949706,0.026536338856758664,25,25,True
50000,100,0.01,torch,100,relu,7,0.6348672282331727,0.6359017895644674,0.02017530339775698,0.0168337645060507,25,25,True
50000,100,0.01,torch,100,relu,8,0.6106864057459581,0.6182545751228601,0.015210689291186054,0.016222010438206785,25,25,True
50000,100,0.01,torch,100,relu,9,0.606132253711201,0.6551557354925777,0.01940982869227109,0.022151669195545835,25,25,True
50000,100,0.01,torch,150,relu,0,0.6068619783180169,0.599089100832567,0.016244577073077693,0.020718310985605254,25,25,True
50000,100,0.01,torch,150,relu,1,0.5983457811749033,0.6091922907976206,0.015105533196748884,0.017210279400786732,25,25,True
50000,100,0.01,torch,150,relu,2,0.6274458275396355,0.6753012168428616,0.02270611230073203,0.02874413140513797,25,25,True
50000,100,0.01,torch,150,relu,3,0.593320067312771,0.6658859367898687,0.02077845566799595,0.024960701486551787,25,25,True
50000,100,0.01,torch,150,relu,4,0.6049582160290257,0.6776972111597083,0.018781388040772302,0.030685392308511562,25,25,True
50000,100,0.01,torch,150,relu,5,0.5979795468818391,0.6346306639770111,0.014126096249099175,0.01876029763972705,25,25,True
50000,100,0.01,torch,150,relu,6,0.6341532869379991,0.6720623542995411,0.018774069005493305,0.026442880456867657,25,25,True
50000,100,0.01,torch,150,relu,7,0.6464483123603434,0.6192930681328158,0.018485866355825158,0.01940662589652865,25,25,True
50000,100,0.01,torch,150,relu,8,0.6130531944241298,0.6226160081316316,0.014989300023463905,0.018531252551331794,25,25,True
50000,100,0.01,torch,150,relu,9,0.6386089068825911,0.6739125506072875,0.02083295036071437,0.03637159324537831,25,25,True
50000,100,0.01,torch,200,relu,0,0.567940259884469,0.5877502347553837,0.015071333207502683,0.020057711257403583,25,25,True
50000,100,0.01,torch,200,relu,1,0.5782453211718579,0.6224722860854248,0.015890042716540407,0.01567295160654194,25,25,True
50000,100,0.01,torch,200,relu,2,0.6356130009469508,0.6836114308271294,0.01999510817554085,0.026067101614111084,25,25,True
50000,100,0.01,torch,200,relu,3,0.6100546609180577,0.6525840488386091,0.021451298171452755,0.027091559149591972,25,25,True
50000,100,0.01,torch,200,relu,4,0.6159678400086073,0.6504372387313149,0.021214750987529382,0.025709931373589255,25,25,True
50000,100,0.01,torch,200,relu,5,0.641420418863113,0.6517956543665671,0.01733481626611382,0.01874992569526264,25,25,True
50000,100,0.01,torch,200,relu,6,0.605947126050907,0.6471376881738018,0.017214956440570816,0.028932586785500425,25,25,True
50000,100,0.01,torch,200,relu,7,0.614813031675095,0.6977047316633345,0.02483930629642482,0.027370509189195317,25,25,True
50000,100,0.01,torch,200,relu,8,0.6148083826902889,0.6590991144445699,0.015052693495195316,0.01828485248192544,25,25,True
50000,100,0.01,torch,200,relu,9,0.6360663967611336,0.719740350877193,0.024874699194178344,0.04116865821817041,25,25,True
